# Problem = Knapsack
# Variables = 1
# Objectives = 2
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111101111011100111111111111101110110111111001111011111010111100111101111111001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.3506983947008848 75.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111011111101111011100111111111111101110110111111001111001111010111000111101111111001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.33847269508987665 72.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111101111001100111011011111100110110111111001101001111010111100111101110111001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.31802979577332735 67.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111011111101111001000111011011111100110110111001001111001111010010000111001000111001111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.27951019583269954 58.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111011111101111001100011111001111101110110111111000111001111010011000111101100111001111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.2966769956983626 62.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111001111101111001000011011011111100110110111011001101001111000010000111100000111001111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.26672959607094526 55.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111001111101111001000111011011111100110110111011001101001111000010000111101000111001111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.2754517961293459 57.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111101111001100111011011111100110110111111001111001111010111100111101110111001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.3262469954788685 69.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111101111011100111111011111101110110111111001111011111010111100111101111111001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.3466898947954178 74.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111011111101111001100011011011111100110110111111001101001111010011000111101010101001111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.2925184960477054 61.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011010011101111001000111011000111100110110101101000100001111000010000011001000101001111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.22745199548080564 46.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000010001000001011001011100110010100001001100000100000010000111000000001001010111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.14965769741684198 29.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111001111101011001000111011011111101110110111111001101001111010010000111101100111001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.2883063959889114 60.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111011111101111011100111111011111100110110111011001101001111010011100111101000111001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.3053991957567632 64.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000011101110001100111011011111100110110111111000100001111000010000111001000111000111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.24933559633791447 51.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000001101111001000001011000111100110110101001000101001111000010000011000000101001111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.20567159540951252 41.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001001110001000001011000000100010010100001000101001000010010000011000000101000111101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.14531859755516052 28.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000111101111001000111011011111101110110111111001111001111010011000111101101111001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.3013407960534096 63.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111101111011100111011011111101110110111111001101011111010111100111101101111001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.3344641951844096 71.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001001010001000011011000111100110010101001000100000111000010000011001000101001111101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.17824439611285925 35.0
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111101111011100111011011111101110110111111001111011111010111100111101111111001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -0.3425812949426472 73.0
