# Problem = Knapsack
# Variables = 1
# Objectives = 2
000000000110000000000000000010000000100010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110100000001010010000000010100100100100000000010000110000000000000000000000000000000000000000001000000000000000000000000000000000101110000000000100100000000000000000000000000000000000000000100000100010100000000000001100000 -0.08815360069274902 35.0
000110011110000001101100001010000000110111110000001001000010010000110101011110100011001111101111000110000100000010000000111100001000110101111110111100011111111011111110101111110111100011011000110111110010100000000000000011110000000100101111110111100011001001110111110101111111111100011111100111110000001000000000000101000000000000110101111110110000011111101111101 -0.29269750230014324 180.0
000100001110000000000000001010000000100010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001110100000001010010000000010100100000100000000011000110000000000000000000000000000000000000000001000000000000000000000000000110000100010000000000101100000000000000000000000000000000000000000100100001110100000000100001110000 -0.11156940087676048 43.0
000000011010000000000000001010000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001010100000000000111000000100100100100100000000011000010000000000000000000000000000000000000000001000000000000001000000000000000100101110000000000100100000000000000000000000000000000000000000000100001100100000000000000110000 -0.09504060074687004 37.0
000100011110000000000000001010000000100011110000000000000010000000000000001010000000000100000001000010000000000000000000001000001000110101111110100000001011111010000110100111110110000000011000110000000000100000000000000000000000000000001010000000000001000000000000110100111110100000000101100110000000000000000000000000000000000000110101111110100000001110101110000 -0.20316650159657001 86.0
000100011110000001101100001010000000110111110000001001000010010000110101011110100010001110101101000110000100000010000000111100001000110101111110111100011111111011111110101111110111100011011000110111110010100000000000000011100000000100101111110111100011101001110111110101111111111100011111100111111000001000000000000001000000100000110101111110110000011111101111001 -0.29132010228931904 176.0
000100001110000000000000001010000000100010010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000011110100000001010010000000110000100100100000000011000110000000000000000000000000000000000000000001000000000000001000000000000010001101010000000000101100000000000000000000000000000000000000000000101001110000000000000001110000 -0.1163903009146452 45.0
000000001110000000000000000010000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010100000001010011000000110000100100100000000011000010000000000000000000000000000000000000000001000000000000000000000000000100000101110000000000100100100000000000000000000000000000000000000100100001110100000000000000110000 -0.09779540076851845 38.0
000100001110000000000000000010000000100010100000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000001010100000001010010000000110000100000100000000011000010000000000000000000000000000000000000000001000000000000000100000000000010000100010000000000100100100000000000000000000000000000000000000100101001110100000000000000110000 -0.10192760080099106 40.0
000100011110000000000000001010000000100011110000000000000010000000000000001010000000000100000001000010000000000000000000001000001000110101111110100000001011111010000110100110110100000000011000110000100000100000000000000000000000000000001010010000000001000000000100110100111110100000001101100110000000000000000000000001000000000000110101111110100000001110101110000 -0.20661000162363052 89.0
000100011110000000000000001010000000100011110000000000000000000000000000000000000000000100000001000000000000000000000000001000000000110101011110100000001011111010000110100110100100000000011000110000000000000000000000000000000000000000001000000000000001000000000000110100101110100000000101100110000000000000000000000000000000000000110100111110100000000110101110000 -0.17768460139632225 72.0
000100001110000000000000000000000000100010000000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000001110100000001010110000000110000100000100000000011000110000100000000000000000000000000000000000001000000000000000000000000000010000100010000000000100100100000000000000000000000000000000000000000101001110100000000100001110000 -0.10674850083887577 42.0
000110011110000000001000001010000000100011110000000000000010000000000100010010100010000100001101000110000100000000000000111100001000110101111110100000001111111010000110101111110111100001011000110100110000100000000000000010000000000000101011100011100001000001100100110101111110111100001101100110100000001000000000000001000000000000110101111110100000001110101111000 -0.25550770200788975 125.0
000000011110000000000000001010000000000011110000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100011110100000001000110000000110000100100100000000011000110000000000000000000000000000000000000000001000000100000000000000000000110000001110000000000100100100000000000000000000000000000000000000100101001110000000000000001110000 -0.12258860096335411 48.0
000100011110000000000000001010000000100011110000000000000000000000000000000000000000000100000001000000000000000000000000001000000000010100011110100000001000111000000110100100000100000000011000110000000000000000000000000000000000000000001000000000000001000000000000110100101000000000000101100100000000000000000000000000000000000000110100011110100000000010001110000 -0.14875920116901398 58.0
000100011110000000000000001010000000100010110000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000011110100000001000011000000010100100100100000000011000110000000000000000000000000000000000000000001000000000000001000000000000110000001010000000001101100000000000000000000000000000000000000000100100001110100000000000001110000 -0.12672080099582672 49.0
000110011110000001100000001010000000100011110100001100000010000000110101011110100010001100101101000110000100000000000000111100001000110101111110111000001111111011001110101111110111100001011000111111110000100000000000010010100000000100101111110111100001001001110111110101111110111100001111100111110000001010000000000001000000000000110101111110110100011111101111010 -0.284433102235198 162.0
000100011110000000000000001010000000100011110000000100000010000000000100011110100010001100101111000110000100000000000000111100001000110101111110110000001111111011001110101111110111100001111000110100110000100000000000000010100000000100101111110111100001000001110110110101111110111100001101100110100000001000000000000001000000000000110101111110110000011111101111000 -0.2734139021486044 143.0
000100011110000000000000001010000000100011110000000000000010000000000000000010000000000000000001000000000000000000000000001000000000110101011110100000001011111010000110100110100100000000011000110000000000000000000000000000000000000000001000000000000001000000000000110100101110000000001101100110000000000000000000000000000000000000110101111110100000000101101110000 -0.18043940141797066 74.0
000100001110000000000000000010000000100010110000000000000010000000000000000000000000000010000000000000000000000000000000001000000000000100011110100000001010111000000110100100000100000000011000100000000000000000000000000000000000000000001000000000000001000000000000110000001110000000000101100110000000000000000000000000000000000000000100011110100000000010001110000 -0.13498520106077194 53.0
000100011110000000000000001010000000100011110000000000000010000000000000000010000000000100000001000010000000000000000000001000001000110101011110100000001010111010000110100111110100000000011000110000000000100000000000000000000000000000001000000000000001000000000000110100111110100000000101100110000000000000000000000000000000000000010001111110100000001100101110000 -0.18801510147750378 78.0
000100011110000000000000001010000000100011110000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010100011110100000001010111000000100100100100100000000011000110000000000000000000000000000000000000000001000000000000001000000000000100100101110000000000101100100000000000000000000000000000000000000010100011110100000000100001110000 -0.14531570114195347 57.0
000100011110000000000000001010000000100011110000000000000000000000000000000000000000000000000001000000000000000000000000001000000000110101011110100000001011111010000110100110100100000000011000110000000000000000000000000000000000000000001000000000000001000000000000110100101110000000000101100100000000000000000000000000000000000000110101111110100000001101101110000 -0.17492980137467384 71.0
000100011110000000000000001010000000100011110000000000000010000000000000000000000000000100000000000000000000000000000000000000000000010100011110100000000000111000000110000101000100000000011000100000010000000000000000000000000000000000001000000000000001000000000000110100001010000000000101100100000000000000000000000000000000000000110101001110100000000000101110000 -0.14324960112571716 56.0
000100011110000001001000001010000000100011110100000000000010010000110100011110100010000110101111000110000100000000000000111100001000110101111110111000001111111011101110101111110111100011011000111110110000100000000000000010100000000110101111110111100011001001110100111101111110111100011111100111111000001000000000000001000000000000110101111110110100001111101111000 -0.2837444022297859 160.0
000100011110000000000000001010000000100011110000000000000010000000000100000110100010000100001101000010000100000000000000111100001000110101111110100000001111111010000110101111110111100001011000110100110000100000000000000010000000000000101011100111100001000001100000110101111110111100001111100110100000001000000000000001000000000000110101111110100000001110101111000 -0.25344160199165344 123.0
000110011110000000001000001010000000100011110000000000000010000000000100010010100010000100001101000110000100000000000000111100001000110101111110100000001111111011000110101111110111100000011000110100110000100000000000000010000000000000101011100111100001000001100100110101111110111100001101100110000000001000000000000001000000000000111101111110100000001111101111000 -0.25688510201871395 127.0
