Rule,Instance,Algorithm,Run,Type,Precision,Recall,F1,ED,HV,Time
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_6,MOEAD,6.0,EXTRACT,0.802124958,0.059615385,0.285779898,0.9609775004521178,0.047818988189278835,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_6,NSGA2,6.0,EXTRACT,0.956921312,0.412587413,0.582440594,0.5889900854223558,0.39481368856264587,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_6,SMSEMOA,6.0,EXTRACT,0.956921312,0.412587413,0.582440594,0.5889900854223558,0.39481368856264587,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_6,HypE,6.0,EXTRACT,0.956921312,0.412587413,0.582440594,0.5889900854223558,0.39481368856264587,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_12,PAPER_UNSGA3,12.0,STD,0.997461057,0.365900682,0.563304719,0.6341044009621937,0.36497168102474087,69.93515515
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_7,ga,7.0,EXTRACT,0.736434109,0.146153846,0.360173442,0.8935995935536316,0.10763267735593321,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_7,DBEA,7.0,EXTRACT,0.953471743,0.416766827,0.584308488,0.5850861584306246,0.3973753929642695,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_11,PAPER_UNSGA3,11.0,STD,0.995454178,0.388067542,0.578609096,0.6119493423900196,0.3863034560300905,130.5872722
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_7,MOEAD,7.0,EXTRACT,0.826964578,0.093230769,0.30093234,0.9231314616862808,0.07709854354270049,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_7,NSGA2,7.0,EXTRACT,0.953471743,0.416766827,0.584308488,0.5850861584306246,0.3973753929642695,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_17,AUTHOR_UNSGA3,17.0,STD,0.992518703,0.612307692,0.729214515,0.3877644845614011,0.6077268363007635,101.9291043
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_7,SMSEMOA,7.0,EXTRACT,0.953471743,0.416766827,0.584308488,0.5850861584306246,0.3973753929642695,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_7,IBEA,7.0,EXTRACT,0.980093044,0.432769231,0.6054359,0.5675799786792319,0.4241541129603291,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_7,HypE,7.0,EXTRACT,0.953471743,0.416766827,0.584308488,0.5850861584306246,0.3973753929642695,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_16,AUTHOR_UNSGA3,16.0,STD,0.994764398,0.584615385,0.712253752,0.41541760904781183,0.5815545715210633,61.89821196
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_8,ga,8.0,EXTRACT,0.7,0.14,0.350652432,0.9108238029388559,0.098,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_8,HypE,8.0,EXTRACT,0.954711069,0.428415385,0.591676786,0.5733760191844623,0.40901291018939656,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_8,MOEAD,8.0,EXTRACT,0.7200933,0.051452991,0.277001956,0.9889839174565662,0.0370509540840603,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_8,NSGA2,8.0,EXTRACT,0.954711069,0.428415385,0.591676786,0.5733760191844623,0.40901291018939656,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_8,IBEA,8.0,EXTRACT,0.981478455,0.417723077,0.595720389,0.5825714228208718,0.40998620023180604,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_8,DBEA,8.0,EXTRACT,0.954711069,0.428415385,0.591676786,0.5733760191844623,0.40901291018939656,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_8,SMSEMOA,8.0,EXTRACT,0.954711069,0.428415385,0.591676786,0.5733760191844623,0.40901291018939656,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_9,DBEA,9.0,EXTRACT,0.952428897,0.430769231,0.592221766,0.571215089276332,0.4102770635428682,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_9,ga,9.0,EXTRACT,0.691729323,0.141538462,0.350324639,0.9121332263015989,0.09790630449772122,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_9,HypE,9.0,EXTRACT,0.952428897,0.430769231,0.592221766,0.571215089276332,0.4102770635428682,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_15,AUTHOR_UNSGA3,15.0,STD,0.992518703,0.612307692,0.729214515,0.3877644845614011,0.6077268363007635,145.541806
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_9,MOEAD,9.0,EXTRACT,0.838783734,0.056703297,0.281953571,0.9569740614633465,0.04756180318777099,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_9,IBEA,9.0,EXTRACT,0.977136302,0.419753086,0.595494758,0.5806971929437567,0.41015597820712796,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_14,AUTHOR_UNSGA3,14.0,STD,0.989304813,0.569230769,0.699964489,0.4309019811990847,0.5631427394793912,89.55481911
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_9,NSGA2,9.0,EXTRACT,0.952428897,0.430769231,0.592221766,0.571215089276332,0.4102770635428682,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_9,SMSEMOA,9.0,EXTRACT,0.952428897,0.430769231,0.592221766,0.571215089276332,0.4102770635428682,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_13,AUTHOR_UNSGA3,13.0,STD,0.9921875,0.586153846,0.712150114,0.4139198887911062,0.581574519078125,82.19749355
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_0,ga,0.0,EXTRACT,0.583333333,0.030434783,0.298156389,1.0553046107191733,0.01775362340652174,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_0,DBEA,0.0,EXTRACT,0.99914309,0.604827781,0.74887097,0.39517314808085335,0.6043094980261833,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_0,HypE,0.0,EXTRACT,0.99914309,0.604827781,0.74887097,0.39517314808085335,0.6043094980261833,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_0,MOEAD,0.0,EXTRACT,0.907882749,0.073333333,0.329493576,0.9312339661227387,0.06657806795737242,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_0,SMSEMOA,0.0,EXTRACT,0.99914309,0.604827781,0.74887097,0.39517314808085335,0.6043094980261833,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_0,IBEA,0.0,EXTRACT,0.999833165,0.573254282,0.727784617,0.42674575061182835,0.5731586431218625,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_12,AUTHOR_UNSGA3,12.0,STD,0.989664083,0.589230769,0.713048575,0.4108992483767307,0.5831405286777699,77.28167915
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_0,NSGA2,0.0,EXTRACT,0.99914309,0.604827781,0.74887097,0.39517314808085335,0.6043094980261833,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_1,ga,1.0,EXTRACT,0.642857143,0.039130435,0.307210449,1.025095771744968,0.0251552796484472,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_1,DBEA,1.0,EXTRACT,0.999399067,0.578201715,0.732103917,0.4217987130722565,0.5778542545087999,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_1,MOEAD,1.0,EXTRACT,0.906940339,0.071884058,0.33040915,0.9327696941367587,0.06519455193121566,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_10,PAPER_UNSGA3,10.0,STD,0.994817926,0.40478022,0.590471918,0.5952423375350495,0.4026826189462237,87.09449482
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_11,AUTHOR_UNSGA3,11.0,STD,0.994301994,0.536923077,0.680877262,0.4631119776981848,0.5338636860857154,133.9458988
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_1,HypE,1.0,EXTRACT,0.999399067,0.578201715,0.732103917,0.4217987130722565,0.5778542545087999,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_1,IBEA,1.0,EXTRACT,0.999807729,0.561904762,0.719873327,0.43809528019189403,0.5617967240095054,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_10,AUTHOR_UNSGA3,10.0,STD,0.988472622,0.527692308,0.672587774,0.4724483425369611,0.5216093992979915,100.88658
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_10,ga,10.0,EXTRACT,0.75,0.052173913,0.322249876,0.9802419554363767,0.03913043475,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_9,AUTHOR_UNSGA3,9.0,STD,0.994666667,0.573846154,0.705199367,0.42618721813480115,0.5707856413699487,108.1678092
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_9,PAPER_UNSGA3,9.0,STD,0.994043898,0.368566802,0.564445171,0.6314612883522961,0.36637158053347424,170.9228952
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_1,NSGA2,1.0,EXTRACT,0.999399067,0.578201715,0.732103917,0.4217987130722565,0.5778542545087999,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_10,MOEAD,10.0,EXTRACT,0.904861111,0.072753623,0.327773717,0.9321143984832444,0.06583192413705516,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_10,HypE,10.0,EXTRACT,0.99949026,0.571794166,0.727359488,0.4282061373993875,0.5715026996418231,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_10,IBEA,10.0,EXTRACT,0.999491688,0.565932856,0.723267104,0.4340674416279181,0.565645185538101,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_1,SMSEMOA,1.0,EXTRACT,0.999399067,0.578201715,0.732103917,0.4217987130722565,0.5778542545087999,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_10,DBEA,10.0,EXTRACT,0.99949026,0.571794166,0.727359488,0.4282061373993875,0.5715026996418231,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_11,ga,11.0,EXTRACT,0.857142857,0.052173913,0.325603092,0.9585314050691579,0.04472049684968944,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_8,PAPER_UNSGA3,8.0,STD,0.993029279,0.389230769,0.578884407,0.6108090081912604,0.38651754990468556,97.1277945
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_7,PAPER_UNSGA3,7.0,STD,0.997703578,0.407641026,0.593209787,0.592363425299313,0.40670491017979105,40.03967881
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_11,MOEAD,11.0,EXTRACT,0.902344837,0.073333333,0.328857187,0.9317980696424766,0.06617195441255172,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_11,IBEA,11.0,EXTRACT,0.99950034,0.583510074,0.734610411,0.4164902257191651,0.5832185173564252,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_10,SMSEMOA,10.0,EXTRACT,0.99949026,0.571794166,0.727359488,0.4282061373993875,0.5715026996418231,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_10,NSGA2,10.0,EXTRACT,0.99949026,0.571794166,0.727359488,0.4282061373993875,0.5715026996418231,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_11,NSGA2,11.0,EXTRACT,0.998437672,0.537161608,0.703838619,0.46284102884027606,0.5363223853792966,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_11,DBEA,11.0,EXTRACT,0.998437672,0.537161608,0.703838619,0.46284102884027606,0.5363223853792966,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_11,SMSEMOA,11.0,EXTRACT,0.998437672,0.537161608,0.703838619,0.46284102884027606,0.5363223853792966,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_6,PAPER_UNSGA3,6.0,STD,0.994015644,0.387672065,0.578242008,0.6123571772242887,0.3853520973517849,47.14424157
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_11,HypE,11.0,EXTRACT,0.998437672,0.537161608,0.703838619,0.46284102884027606,0.5363223853792966,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_12,ga,12.0,EXTRACT,0.6,0.039130435,0.305573798,1.0408027291198314,0.023478260999999997,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_12,MOEAD,12.0,EXTRACT,0.901858054,0.074782609,0.325961083,0.9304080084422713,0.06744329822578288,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_8,AUTHOR_UNSGA3,8.0,STD,0.992146597,0.583076923,0.71013797,0.4169970360492126,0.578497784943681,77.21452236
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_5,PAPER_UNSGA3,5.0,STD,0.992344581,0.394129555,0.582137795,0.6059188077329862,0.39111232811619145,79.61582994
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_12,DBEA,12.0,EXTRACT,0.999676325,0.582553309,0.73447429,0.4174468164836751,0.5823647510577095,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_13,DBEA,13.0,EXTRACT,0.999784756,0.573660589,0.728693198,0.4263394653346162,0.5735371120001813,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_13,ga,13.0,EXTRACT,0.866666667,0.056521739,0.330046968,0.9528530876627692,0.04898550715217391,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_13,HypE,13.0,EXTRACT,0.999784756,0.573660589,0.728693198,0.4263394653346162,0.5735371120001813,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_12,SMSEMOA,12.0,EXTRACT,0.999676325,0.582553309,0.73447429,0.4174468164836751,0.5823647510577095,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_13,MOEAD,13.0,EXTRACT,0.902091457,0.072463768,0.328204422,0.9326894147920521,0.06536894605482997,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_13,IBEA,13.0,EXTRACT,0.999887524,0.566186485,0.722995818,0.4338135295809777,0.5661228026089131,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_4,PAPER_UNSGA3,4.0,STD,0.996340743,0.407538462,0.592902294,0.5924728383403897,0.4060471740301572,59.48556876
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_13,NSGA2,13.0,EXTRACT,0.999784756,0.573660589,0.728693198,0.4263394653346162,0.5735371120001813,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_12,HypE,12.0,EXTRACT,0.999676325,0.582553309,0.73447429,0.4174468164836751,0.5823647510577095,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_12,NSGA2,12.0,EXTRACT,0.999676325,0.582553309,0.73447429,0.4174468164836751,0.5823647510577095,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_12,IBEA,12.0,EXTRACT,0.99966692,0.561760084,0.719988093,0.43824004257709437,0.5615729729512213,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_13,SMSEMOA,13.0,EXTRACT,0.999784756,0.573660589,0.728693198,0.4263394653346162,0.5735371120001813,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_14,ga,14.0,EXTRACT,0.857142857,0.052173913,0.325603092,0.9585314050691579,0.04472049684968944,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_14,MOEAD,14.0,EXTRACT,0.901035923,0.071884058,0.326812309,0.9333772497393588,0.06477011854901553,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_7,AUTHOR_UNSGA3,7.0,STD,0.992125984,0.581538462,0.709131472,0.4185356124791458,0.5769594188455966,114.9267044
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_14,NSGA2,14.0,EXTRACT,0.999429882,0.56464315,0.722489472,0.43535722329652055,0.5643212367766083,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_14,HypE,14.0,EXTRACT,0.999429882,0.56464315,0.722489472,0.43535722329652055,0.5643212367766083,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_14,IBEA,14.0,EXTRACT,0.999490685,0.578866263,0.731824502,0.42113404498016355,0.5785714377292601,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_14,DBEA,14.0,EXTRACT,0.999429882,0.56464315,0.722489472,0.43535722329652055,0.5643212367766083,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_15,ga,15.0,EXTRACT,0.733333333,0.047826087,0.317810383,0.988810533867141,0.035072463784057976,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_3,PAPER_UNSGA3,3.0,STD,0.997594983,0.400389249,0.588004513,0.5996155741986312,0.39942630604953777,62.09044695
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_14,SMSEMOA,14.0,EXTRACT,0.999429882,0.56464315,0.722489472,0.43535722329652055,0.5643212367766083,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_15,MOEAD,15.0,EXTRACT,0.899843695,0.071594203,0.327187982,0.933792594388314,0.06442359216810009,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_15,DBEA,15.0,EXTRACT,0.999056079,0.565053322,0.722584646,0.4349477022471666,0.5645199563032445,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_2,PAPER_UNSGA3,2.0,STD,0.988593593,0.383197926,0.573426801,0.6169075332749238,0.37882701449448813,46.32770467
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_15,HypE,15.0,EXTRACT,0.999056079,0.565053322,0.722584646,0.4349477022471666,0.5645199563032445,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_15,IBEA,15.0,EXTRACT,0.999853405,0.559375,0.718985148,0.44062502438592166,0.559292998421875,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_15,NSGA2,15.0,EXTRACT,0.999056079,0.565053322,0.722584646,0.4349477022471666,0.5645199563032445,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_16,ga,16.0,EXTRACT,0.666666667,0.043478261,0.31169209,1.012938768173315,0.028985507347826085,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_16,DBEA,16.0,EXTRACT,0.99918192,0.573314241,0.727310798,0.4266865432472561,0.5728452240857226,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_16,IBEA,16.0,EXTRACT,0.999808331,0.599196898,0.745413614,0.4008031478292404,0.5990820505297572,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_16,MOEAD,16.0,EXTRACT,0.905587502,0.073043478,0.328784282,0.9317521738407357,0.06614726077941195,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_6,AUTHOR_UNSGA3,6.0,STD,0.978823529,0.64,0.740414621,0.3606222995379152,0.62644705856,50.05907488
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_15,SMSEMOA,15.0,EXTRACT,0.999056079,0.565053322,0.722584646,0.4349477022471666,0.5645199563032445,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_16,NSGA2,16.0,EXTRACT,0.99918192,0.573314241,0.727310798,0.4266865432472561,0.5728452240857226,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_16,SMSEMOA,16.0,EXTRACT,0.99918192,0.573314241,0.727310798,0.4266865432472561,0.5728452240857226,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_16,HypE,16.0,EXTRACT,0.99918192,0.573314241,0.727310798,0.4266865432472561,0.5728452240857226,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_17,ga,17.0,EXTRACT,0.692307692,0.039130435,0.308842311,1.008932543506084,0.02709030114180602,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_1,AUTHOR_UNSGA3,1.0,STD,1.0,1.0,1.0,0.0,1.0,30.3450985
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_17,MOEAD,17.0,EXTRACT,0.900408214,0.073043478,0.32801452,0.9322912192641344,0.06576894757032829,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_17,DBEA,17.0,EXTRACT,0.998592442,0.584782609,0.734730718,0.4152197767548774,0.5839594935604412,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_17,HypE,17.0,EXTRACT,0.998592442,0.584782609,0.734730718,0.4152197767548774,0.5839594935604412,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_17,NSGA2,17.0,EXTRACT,0.998592442,0.584782609,0.734730718,0.4152197767548774,0.5839594935604412,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_17,SMSEMOA,17.0,EXTRACT,0.998592442,0.584782609,0.734730718,0.4152197767548774,0.5839594935604412,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_18,DBEA,18.0,EXTRACT,0.999236282,0.586530264,0.737240392,0.41347044132935695,0.5860823202798384,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_18,ga,18.0,EXTRACT,0.6,0.039130435,0.305573798,1.0408027291198314,0.023478260999999997,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_1,PAPER_UNSGA3,1.0,STD,0.989746686,0.394065934,0.580782987,0.606020810523265,0.39002545224199475,53.25512218
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_18,HypE,18.0,EXTRACT,0.999236282,0.586530264,0.737240392,0.41347044132935695,0.5860823202798384,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_18,MOEAD,18.0,EXTRACT,0.894120694,0.071884058,0.324702546,0.9341357659535305,0.06427302382649626,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_17,IBEA,17.0,EXTRACT,0.999688397,0.576031215,0.730267524,0.42396889950892136,0.5758517219453123,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_18,IBEA,18.0,EXTRACT,0.999869132,0.592853261,0.741125382,0.40714676003226097,0.5927756754794395,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_18,NSGA2,18.0,EXTRACT,0.999236282,0.586530264,0.737240392,0.41347044132935695,0.5860823202798384,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_5,AUTHOR_UNSGA3,5.0,STD,0.989556136,0.583076923,0.709028022,0.41705386514261966,0.5769873469146496,106.5707483
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_18,SMSEMOA,18.0,EXTRACT,0.999236282,0.586530264,0.737240392,0.41347044132935695,0.5860823202798384,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_19,ga,19.0,EXTRACT,0.666666667,0.043478261,0.31169209,1.012938768173315,0.028985507347826085,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_19,DBEA,19.0,EXTRACT,0.999578198,0.560404703,0.719641342,0.43959549936441045,0.5601683231754652,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_19,IBEA,19.0,EXTRACT,0.999736447,0.57986413,0.732507869,0.42013595266394504,0.5797113050689461,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_19,MOEAD,19.0,EXTRACT,0.904309533,0.073043478,0.328729978,0.9318825350616968,0.06605391347887578,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_19,NSGA2,19.0,EXTRACT,0.999578198,0.560404703,0.719641342,0.43959549936441045,0.5601683231754652,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_19,SMSEMOA,19.0,EXTRACT,0.999578198,0.560404703,0.719641342,0.43959549936441045,0.5601683231754652,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_19,HypE,19.0,EXTRACT,0.999578198,0.560404703,0.719641342,0.43959549936441045,0.5601683231754652,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_10,AUTHOR_UNSGA3,10.0,STD,1.0,1.0,1.0,0.0,1.0,39.66510725
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_2,DBEA,2.0,EXTRACT,0.99928451,0.573994059,0.728400111,0.4260065418432393,0.5735833719907261,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_2,ga,2.0,EXTRACT,0.533333333,0.034782609,0.299455505,1.0721111835895267,0.018550724788405797,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_4,AUTHOR_UNSGA3,4.0,STD,0.992021277,0.573846154,0.704094455,0.42622853081569095,0.5692675944926187,90.74591708
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_2,IBEA,2.0,EXTRACT,0.999380916,0.578900256,0.7311079,0.42110019907602114,0.5785418681139144,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_2,MOEAD,2.0,EXTRACT,0.898523316,0.073623188,0.327901734,0.9319181912630096,0.06615215101625141,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_2,NSGA2,2.0,EXTRACT,0.99928451,0.573994059,0.728400111,0.4260065418432393,0.5735833719907261,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_0,PAPER_UNSGA3,0.0,STD,0.999359115,0.539041704,0.706195134,0.46095874152119826,0.5386962402575319,58.38897204
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_2,SMSEMOA,2.0,EXTRACT,0.99928451,0.573994059,0.728400111,0.4260065418432393,0.5735833719907261,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_2,HypE,2.0,EXTRACT,0.99928451,0.573994059,0.728400111,0.4260065418432393,0.5735833719907261,
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_3,AUTHOR_UNSGA3,3.0,STD,0.991525424,0.54,0.681823816,0.46007805689728315,0.53542372896,54.64078569
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_20,ga,20.0,EXTRACT,0.733333333,0.047826087,0.317810383,0.988810533867141,0.035072463784057976,
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_18,PAPER_UNSGA3,18.0,STD,0.999964043,0.582513488,0.735664438,0.4174865135484402,0.582492542562512,22.64868116
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_16,AUTHOR_UNSGA3,16.0,STD,1.0,1.0,1.0,0.0,1.0,29.1128087
migrationRule10,migrationRule10/num_iter_100pop_size_100/input/input_CO/run_20,MOEAD,20.0,EXTRACT,0.89697463,0.072173913,0.327146489,0.9335285076425724,0.06473816890882719,
