Rule,Algorithm,Run,F1
Rule10,QF-MIG,29,0.8810431278801409
Rule10,QF-MIG,0,0.8890898131404461
Rule10,QF-MIG,2,0.8890898131404461
Rule10,QF-MIG,1,0.8890898131404461
Rule10,QF-MIG,3,0.8890898131404461
Rule10,QF-MIG,4,0.8890898131404461
Rule10,QF-MIG,5,0.8890898131404461
Rule10,QF-MIG,6,0.8890898131404461
Rule10,QF-MIG,7,0.8864052159641026
Rule10,QF-MIG,8,0.8890898131404461
Rule10,QF-MIG,9,0.8890898131404461
Rule10,QF-MIG,10,0.8890898131404461
Rule10,QF-MIG,13,0.8890898131404461
Rule10,QF-MIG,11,0.8890898131404461
Rule10,QF-MIG,12,0.8890898131404461
Rule10,QF-MIG,14,0.8890898131404461
Rule10,QF-MIG,15,0.8890898131404461
Rule10,QF-MIG,16,0.8890898131404461
Rule10,QF-MIG,18,0.8864052159641026
Rule10,QF-MIG,17,0.8890898131404461
Rule10,QF-MIG,19,0.8890898131404461
Rule10,QF-MIG,20,0.8890898131404461
Rule10,QF-MIG,21,0.8864052159641026
Rule10,QF-MIG,23,0.8890898131404461
Rule10,QF-MIG,22,0.8890898131404461
Rule10,QF-MIG,24,0.8890898131404461
Rule10,QF-MIG,25,0.8890898131404461
Rule10,QF-MIG,26,0.8890898131404461
Rule10,QF-MIG,27,0.8890898131404461
Rule10,QF-MIG,28,0.8890898131404461
Rule10,QF-MIG,29,0.8864052159641026
Rule10,QF-MIG,0,0.8890898131404461
Rule10,QF-MIG,1,0.8890898131404461
Rule10,QF-MIG,2,0.8890898131404461
Rule10,QF-MIG,3,0.8890898131404461
Rule10,QF-MIG,4,0.8890898131404461
Rule10,QF-MIG,5,0.8890898131404461
Rule10,QF-MIG,6,0.8837230297011827
Rule10,QF-MIG,7,0.8890898131404461
Rule10,QF-MIG,8,0.8890898131404461
Rule10,QF-MIG,9,0.8890898131404461
Rule10,QF-MIG,10,0.8890898131404461
Rule10,QF-MIG,11,0.8890898131404461
Rule10,QF-MIG,13,0.8890898131404461
Rule10,QF-MIG,12,0.8890898131404461
Rule10,QF-MIG,16,0.8864052159641026
Rule10,QF-MIG,15,0.8890898131404461
Rule10,QF-MIG,14,0.8837230297011827
Rule10,QF-MIG,17,0.8890898131404461
Rule10,QF-MIG,18,0.8864052159641026
Rule10,QF-MIG,19,0.8890898131404461
Rule10,QF-MIG,20,0.8890898131404461
Rule10,QF-MIG,21,0.8890898131404461
Rule10,QF-MIG,22,0.8890898131404461
Rule10,QF-MIG,23,0.8890898131404461
Rule10,QF-MIG,24,0.8864052159641026
Rule10,QF-MIG,26,0.8890898131404461
Rule10,QF-MIG,25,0.8890898131404461
Rule10,QF-MIG,27,0.8890898131404461
Rule10,QF-MIG,28,0.8890898131404461
Rule10,QF-MIG,29,0.8890898131404461
Rule10,QF-MIG,0,0.8890898131404461
Rule10,QF-MIG,1,0.8890898131404461
Rule10,QF-MIG,2,0.8864052159641026
Rule10,QF-MIG,3,0.8837230297011827
Rule10,QF-MIG,4,0.8890898131404461
Rule10,QF-MIG,6,0.8890898131404461
Rule10,QF-MIG,5,0.8890898131404461
Rule10,QF-MIG,7,0.8864052159641026
Rule10,QF-MIG,8,0.8837230297011827
Rule10,QF-MIG,9,0.8864052159641026
Rule10,QF-MIG,10,0.8810431278801409
Rule10,QF-MIG,11,0.8890898131404461
Rule10,QF-MIG,12,0.8890898131404461
Rule10,QF-MIG,13,0.8864052159641026
Rule10,QF-MIG,14,0.8890898131404461
Rule10,QF-MIG,15,0.8890898131404461
Rule10,QF-MIG,16,0.8890898131404461
Rule10,QF-MIG,17,0.8890898131404461
Rule10,QF-MIG,18,0.8890898131404461
Rule10,QF-MIG,19,0.8864052159641026
Rule10,QF-MIG,20,0.8890898131404461
Rule10,QF-MIG,21,0.8890898131404461
Rule10,QF-MIG,22,0.8890898131404461
Rule10,QF-MIG,23,0.8890898131404461
Rule10,QF-MIG,24,0.8864052159641026
Rule10,QF-MIG,25,0.8890898131404461
Rule10,QF-MIG,26,0.8890898131404461
Rule10,QF-MIG,27,0.8890898131404461
Rule10,QF-MIG,28,0.8890898131404461
Rule10,QF-MIG,29,0.8890898131404461
Rule10,QF-MIG,0,0.8864052159641026
Rule10,QF-MIG,1,0.8890898131404461
Rule10,QF-MIG,2,0.8890898131404461
Rule10,QF-MIG,3,0.8864052159641026
Rule10,QF-MIG,4,0.8890898131404461
Rule10,QF-MIG,5,0.8890898131404461
Rule10,QF-MIG,7,0.8890898131404461
Rule10,QF-MIG,6,0.8864052159641026
Rule10,QF-MIG,8,0.8890898131404461
Rule10,QF-MIG,10,0.8890898131404461
Rule10,QF-MIG,9,0.8810431278801409
Rule10,QF-MIG,11,0.8890898131404461
Rule10,QF-MIG,12,0.8890898131404461
Rule10,QF-MIG,13,0.8890898131404461
Rule10,QF-MIG,14,0.8810431278801409
Rule10,QF-MIG,15,0.8890898131404461
Rule10,QF-MIG,16,0.8837230297011827
Rule10,QF-MIG,17,0.8890898131404461
Rule10,QF-MIG,18,0.8890898131404461
Rule10,QF-MIG,19,0.8890898131404461
Rule10,QF-MIG,20,0.8890898131404461
Rule10,QF-MIG,21,0.8837230297011827
Rule10,QF-MIG,22,0.8890898131404461
Rule10,QF-MIG,23,0.8864052159641026
Rule10,QF-MIG,24,0.8890898131404461
Rule10,QF-MIG,26,0.8890898131404461
Rule10,QF-MIG,25,0.8890898131404461
Rule10,QF-MIG,27,0.8890898131404461
Rule10,QF-MIG,28,0.8864052159641026
Rule10,QF-MIG,29,0.8890898131404461
Rule10,QF-MIG,0,0.8890898131404461
Rule10,QF-MIG,1,0.8864052159641026
Rule10,QF-MIG,2,0.8890898131404461
Rule10,QF-MIG,3,0.8890898131404461
Rule10,QF-MIG,4,0.8810431278801409
Rule10,QF-MIG,5,0.8810431278801409
Rule10,QF-MIG,6,0.8890898131404461
Rule10,QF-MIG,7,0.8864052159641026
Rule10,QF-MIG,8,0.8890898131404461
Rule10,QF-MIG,10,0.8864052159641026
Rule10,QF-MIG,9,0.8890898131404461
Rule10,QF-MIG,11,0.8890898131404461
Rule10,QF-MIG,12,0.8837230297011827
Rule10,QF-MIG,13,0.8890898131404461
Rule10,QF-MIG,14,0.8890898131404461
Rule10,QF-MIG,15,0.8890898131404461
Rule10,QF-MIG,16,0.8890898131404461
Rule10,QF-MIG,17,0.8864052159641026
Rule10,QF-MIG,18,0.8890898131404461
Rule10,QF-MIG,19,0.8890898131404461
Rule10,QF-MIG,20,0.8890898131404461
Rule10,QF-MIG,21,0.8890898131404461
Rule10,QF-MIG,22,0.8864052159641026
Rule10,QF-MIG,23,0.8890898131404461
Rule10,QF-MIG,24,0.8890898131404461
Rule10,QF-MIG,25,0.8890898131404461
Rule10,QF-MIG,26,0.8890898131404461
Rule10,QF-MIG,27,0.8890898131404461
Rule10,QF-MIG,28,0.8890898131404461
Rule10,QF-MIG,29,0.8890898131404461
Rule10,QF-MIG,0,0.8890898131404461
Rule10,QF-MIG,1,0.8890898131404461
Rule10,QF-MIG,2,0.8890898131404461
Rule10,QF-MIG,3,0.8890898131404461
Rule10,QF-MIG,4,0.8864052159641026
Rule10,QF-MIG,5,0.8890898131404461
Rule10,QF-MIG,6,0.8890898131404461
Rule10,QF-MIG,7,0.8864052159641026
Rule10,QF-MIG,8,0.8890898131404461
Rule10,QF-MIG,9,0.8890898131404461
Rule10,QF-MIG,10,0.8890898131404461
Rule10,QF-MIG,11,0.8810431278801409
Rule10,QF-MIG,12,0.8890898131404461
Rule10,QF-MIG,13,0.8890898131404461
Rule10,QF-MIG,14,0.8890898131404461
Rule10,QF-MIG,15,0.8890898131404461
Rule10,QF-MIG,16,0.8890898131404461
Rule10,QF-MIG,17,0.8890898131404461
Rule10,QF-MIG,18,0.8890898131404461
Rule10,QF-MIG,19,0.8890898131404461
Rule10,QF-MIG,20,0.8864052159641026
Rule10,QF-MIG,21,0.8890898131404461
Rule10,QF-MIG,22,0.8890898131404461
Rule10,QF-MIG,24,0.8890898131404461
Rule10,QF-MIG,23,0.8864052159641026
Rule10,QF-MIG,25,0.8890898131404461
Rule10,QF-MIG,26,0.8890898131404461
Rule10,QF-MIG,27,0.8864052159641026
Rule10,QF-MIG,28,0.8890898131404461
Rule18,QF-MIG,0,0.9652096342551293
Rule10,QF-MIG,29,0.8890898131404461
Rule18,QF-MIG,1,0.9652096342551293
Rule18,QF-MIG,2,0.9652096342551293
Rule18,QF-MIG,3,0.9652096342551293
Rule18,QF-MIG,4,0.9652096342551293
Rule18,QF-MIG,5,0.9652096342551293
Rule18,QF-MIG,6,0.9652096342551293
Rule18,QF-MIG,7,0.9652096342551293
Rule18,QF-MIG,8,0.9652096342551293
Rule18,QF-MIG,9,0.9652096342551293
Rule18,QF-MIG,10,0.9652096342551293
Rule18,QF-MIG,11,0.9652096342551293
Rule18,QF-MIG,12,0.9652096342551293
Rule18,QF-MIG,13,0.9652096342551293
Rule18,QF-MIG,14,0.9652096342551293
Rule18,QF-MIG,15,0.9652096342551293
Rule18,QF-MIG,16,0.9652096342551293
Rule18,QF-MIG,17,0.9652096342551293
Rule18,QF-MIG,18,0.9652096342551293
Rule18,QF-MIG,19,0.9652096342551293
Rule18,QF-MIG,20,0.9652096342551293
Rule18,QF-MIG,21,0.9652096342551293
Rule18,QF-MIG,22,0.9652096342551293
Rule18,QF-MIG,23,0.9652096342551293
Rule18,QF-MIG,25,0.9652096342551293
Rule18,QF-MIG,24,0.9652096342551293
Rule18,QF-MIG,26,0.9652096342551293
Rule18,QF-MIG,27,0.9652096342551293
Rule18,QF-MIG,28,0.9652096342551293
Rule18,QF-MIG,29,0.9652096342551293
Rule18,QF-MIG,0,0.9652096342551293
Rule18,QF-MIG,1,0.9652096342551293
Rule18,QF-MIG,2,0.9652096342551293
Rule18,QF-MIG,3,0.9652096342551293
Rule18,QF-MIG,4,0.9652096342551293
Rule18,QF-MIG,6,0.9652096342551293
Rule18,QF-MIG,5,0.9652096342551293
Rule18,QF-MIG,7,0.9652096342551293
Rule18,QF-MIG,8,0.9652096342551293
Rule18,QF-MIG,9,0.9652096342551293
Rule18,QF-MIG,10,0.9652096342551293
Rule18,QF-MIG,11,0.9652096342551293
Rule18,QF-MIG,12,0.9652096342551293
Rule18,QF-MIG,13,0.9652096342551293
Rule18,QF-MIG,15,0.9652096342551293
Rule18,QF-MIG,14,0.9652096342551293
Rule18,QF-MIG,16,0.9652096342551293
Rule18,QF-MIG,17,0.9652096342551293
Rule18,QF-MIG,18,0.9652096342551293
Rule18,QF-MIG,19,0.9652096342551293
Rule18,QF-MIG,20,0.9652096342551293
Rule18,QF-MIG,21,0.9652096342551293
Rule18,QF-MIG,22,0.9652096342551293
Rule18,QF-MIG,23,0.9652096342551293
Rule18,QF-MIG,24,0.9652096342551293
Rule18,QF-MIG,26,0.9652096342551293
Rule18,QF-MIG,25,0.9652096342551293
Rule18,QF-MIG,27,0.9652096342551293
Rule18,QF-MIG,28,0.9652096342551293
Rule18,QF-MIG,29,0.9652096342551293
Rule18,QF-MIG,0,0.9652096342551293
Rule18,QF-MIG,1,0.9652096342551293
Rule18,QF-MIG,2,0.9652096342551293
Rule18,QF-MIG,3,0.9652096342551293
Rule18,QF-MIG,6,0.9652096342551293
Rule18,QF-MIG,4,0.9652096342551293
Rule18,QF-MIG,5,0.9652096342551293
Rule18,QF-MIG,7,0.9652096342551293
Rule18,QF-MIG,8,0.9652096342551293
Rule18,QF-MIG,9,0.9652096342551293
Rule18,QF-MIG,10,0.9652096342551293
Rule18,QF-MIG,11,0.9652096342551293
Rule18,QF-MIG,12,0.9652096342551293
Rule18,QF-MIG,13,0.9652096342551293
Rule18,QF-MIG,14,0.9652096342551293
Rule18,QF-MIG,15,0.9652096342551293
Rule18,QF-MIG,16,0.9652096342551293
Rule18,QF-MIG,17,0.9652096342551293
Rule18,QF-MIG,18,0.9652096342551293
Rule18,QF-MIG,19,0.9652096342551293
Rule18,QF-MIG,20,0.9652096342551293
Rule18,QF-MIG,21,0.9652096342551293
Rule18,QF-MIG,22,0.9652096342551293
Rule18,QF-MIG,23,0.9652096342551293
Rule18,QF-MIG,24,0.9652096342551293
Rule18,QF-MIG,25,0.9652096342551293
Rule18,QF-MIG,26,0.9652096342551293
Rule18,QF-MIG,27,0.9652096342551293
Rule18,QF-MIG,28,0.9652096342551293
Rule18,QF-MIG,29,0.9652096342551293
Rule18,QF-MIG,0,0.9652096342551293
Rule18,QF-MIG,1,0.9652096342551293
Rule18,QF-MIG,2,0.9652096342551293
Rule18,QF-MIG,3,0.9652096342551293
Rule18,QF-MIG,4,0.9652096342551293
Rule18,QF-MIG,5,0.9652096342551293
Rule18,QF-MIG,6,0.9652096342551293
Rule18,QF-MIG,7,0.9652096342551293
Rule18,QF-MIG,8,0.9652096342551293
Rule18,QF-MIG,9,0.9652096342551293
Rule18,QF-MIG,10,0.9652096342551293
Rule18,QF-MIG,11,0.9652096342551293
Rule18,QF-MIG,12,0.9652096342551293
Rule18,QF-MIG,15,0.9652096342551293
Rule18,QF-MIG,13,0.9652096342551293
Rule18,QF-MIG,14,0.9652096342551293
Rule18,QF-MIG,16,0.9652096342551293
Rule18,QF-MIG,17,0.9652096342551293
Rule18,QF-MIG,18,0.9652096342551293
Rule18,QF-MIG,19,0.9652096342551293
Rule18,QF-MIG,20,0.9652096342551293
Rule18,QF-MIG,21,0.9652096342551293
Rule18,QF-MIG,22,0.9652096342551293
Rule18,QF-MIG,23,0.9652096342551293
Rule18,QF-MIG,25,0.9652096342551293
Rule18,QF-MIG,24,0.9652096342551293
Rule18,QF-MIG,26,0.9652096342551293
Rule18,QF-MIG,27,0.9652096342551293
Rule18,QF-MIG,28,0.9652096342551293
Rule18,QF-MIG,29,0.9652096342551293
Rule18,QF-MIG,0,0.9652096342551293
Rule18,QF-MIG,1,0.9652096342551293
Rule18,QF-MIG,2,0.9652096342551293
Rule18,QF-MIG,5,0.9652096342551293
Rule18,QF-MIG,3,0.9652096342551293
Rule18,QF-MIG,6,0.9652096342551293
Rule18,QF-MIG,4,0.9652096342551293
Rule18,QF-MIG,7,0.9652096342551293
Rule18,QF-MIG,8,0.9652096342551293
Rule18,QF-MIG,9,0.9652096342551293
Rule18,QF-MIG,10,0.9652096342551293
Rule18,QF-MIG,11,0.9652096342551293
Rule18,QF-MIG,12,0.9652096342551293
Rule18,QF-MIG,13,0.9652096342551293
Rule18,QF-MIG,14,0.9652096342551293
Rule18,QF-MIG,15,0.9652096342551293
Rule18,QF-MIG,16,0.9652096342551293
Rule18,QF-MIG,17,0.9652096342551293
Rule18,QF-MIG,18,0.9652096342551293
Rule18,QF-MIG,20,0.9652096342551293
Rule18,QF-MIG,19,0.9652096342551293
Rule18,QF-MIG,21,0.9652096342551293
Rule18,QF-MIG,22,0.9652096342551293
Rule18,QF-MIG,23,0.9652096342551293
Rule18,QF-MIG,24,0.9652096342551293
Rule18,QF-MIG,25,0.9652096342551293
Rule18,QF-MIG,26,0.9652096342551293
Rule18,QF-MIG,27,0.9652096342551293
Rule18,QF-MIG,28,0.9652096342551293
Rule18,QF-MIG,29,0.9652096342551293
Rule18,QF-MIG,0,0.9652096342551293
Rule18,QF-MIG,1,0.9652096342551293
Rule18,QF-MIG,2,0.9652096342551293
Rule18,QF-MIG,5,0.9652096342551293
Rule18,QF-MIG,3,0.9652096342551293
Rule18,QF-MIG,4,0.9652096342551293
Rule18,QF-MIG,6,0.9652096342551293
Rule18,QF-MIG,7,0.9652096342551293
Rule18,QF-MIG,8,0.9652096342551293
Rule18,QF-MIG,9,0.9652096342551293
Rule18,QF-MIG,10,0.9652096342551293
Rule18,QF-MIG,11,0.9652096342551293
Rule18,QF-MIG,12,0.9652096342551293
Rule18,QF-MIG,14,0.9652096342551293
Rule18,QF-MIG,13,0.9652096342551293
Rule18,QF-MIG,15,0.9652096342551293
Rule18,QF-MIG,16,0.9652096342551293
Rule18,QF-MIG,17,0.9652096342551293
Rule18,QF-MIG,18,0.9652096342551293
Rule18,QF-MIG,19,0.9652096342551293
Rule18,QF-MIG,20,0.9652096342551293
Rule18,QF-MIG,21,0.9652096342551293
Rule18,QF-MIG,22,0.9652096342551293
Rule18,QF-MIG,23,0.9652096342551293
Rule18,QF-MIG,24,0.9652096342551293
Rule18,QF-MIG,25,0.9652096342551293
Rule18,QF-MIG,26,0.9652096342551293
Rule18,QF-MIG,27,0.9652096342551293
Rule18,QF-MIG,28,0.9652096342551293
Rule18,QF-MIG,29,0.9652096342551293
Rule18,QF-MIG,0,0.9652096342551293
Rule18,QF-MIG,1,0.9652096342551293
Rule18,QF-MIG,2,0.9652096342551293
Rule18,QF-MIG,4,0.9652096342551293
Rule18,QF-MIG,3,0.9652096342551293
Rule18,QF-MIG,5,0.9652096342551293
Rule18,QF-MIG,6,0.9652096342551293
Rule18,QF-MIG,7,0.9652096342551293
Rule18,QF-MIG,8,0.9652096342551293
Rule18,QF-MIG,9,0.9652096342551293
Rule18,QF-MIG,10,0.9652096342551293
Rule18,QF-MIG,11,0.9652096342551293
Rule18,QF-MIG,12,0.9652096342551293
Rule18,QF-MIG,13,0.9652096342551293
Rule18,QF-MIG,14,0.9652096342551293
Rule18,QF-MIG,15,0.9652096342551293
Rule18,QF-MIG,16,0.9652096342551293
Rule18,QF-MIG,17,0.9652096342551293
Rule18,QF-MIG,18,0.9652096342551293
Rule18,QF-MIG,19,0.9652096342551293
Rule18,QF-MIG,20,0.9652096342551293
Rule18,QF-MIG,21,0.9652096342551293
Rule18,QF-MIG,22,0.9652096342551293
Rule18,QF-MIG,23,0.9652096342551293
Rule18,QF-MIG,24,0.9652096342551293
Rule18,QF-MIG,25,0.9652096342551293
Rule18,QF-MIG,26,0.9652096342551293
Rule18,QF-MIG,27,0.9652096342551293
Rule18,QF-MIG,28,0.9652096342551293
Rule18,QF-MIG,29,0.9652096342551293
Rule18,QF-MIG,0,0.9652096342551293
Rule18,QF-MIG,1,0.9652096342551293
Rule18,QF-MIG,2,0.9652096342551293
Rule18,QF-MIG,4,0.9652096342551293
Rule18,QF-MIG,3,0.9652096342551293
Rule18,QF-MIG,5,0.9652096342551293
Rule18,QF-MIG,6,0.9652096342551293
Rule18,QF-MIG,7,0.9652096342551293
Rule18,QF-MIG,8,0.9652096342551293
Rule18,QF-MIG,9,0.9652096342551293
Rule18,QF-MIG,10,0.9652096342551293
Rule18,QF-MIG,11,0.9652096342551293
Rule18,QF-MIG,12,0.9652096342551293
Rule18,QF-MIG,13,0.9652096342551293
Rule18,QF-MIG,14,0.9652096342551293
Rule18,QF-MIG,15,0.9652096342551293
Rule18,QF-MIG,16,0.9652096342551293
Rule18,QF-MIG,17,0.9652096342551293
Rule18,QF-MIG,18,0.9652096342551293
Rule18,QF-MIG,19,0.9652096342551293
Rule18,QF-MIG,20,0.9652096342551293
Rule18,QF-MIG,21,0.9652096342551293
Rule18,QF-MIG,22,0.9652096342551293
Rule18,QF-MIG,24,0.9652096342551293
Rule18,QF-MIG,23,0.9652096342551293
Rule18,QF-MIG,25,0.9652096342551293
Rule18,QF-MIG,26,0.9652096342551293
Rule18,QF-MIG,27,0.9652096342551293
Rule18,QF-MIG,28,0.9652096342551293
Rule18,QF-MIG,29,0.9652096342551293
Rule18,QF-MIG,0,0.9652096342551293
Rule18,QF-MIG,1,0.9652096342551293
Rule18,QF-MIG,2,0.9652096342551293
Rule18,QF-MIG,3,0.9652096342551293
Rule18,QF-MIG,4,0.9652096342551293
Rule18,QF-MIG,5,0.9652096342551293
Rule18,QF-MIG,6,0.9652096342551293
Rule18,QF-MIG,7,0.9652096342551293
Rule18,QF-MIG,8,0.9652096342551293
Rule18,QF-MIG,9,0.9652096342551293
Rule18,QF-MIG,10,0.9652096342551293
Rule18,QF-MIG,11,0.9652096342551293
Rule18,QF-MIG,12,0.9652096342551293
Rule18,QF-MIG,14,0.9652096342551293
Rule18,QF-MIG,13,0.9652096342551293
Rule18,QF-MIG,15,0.9652096342551293
Rule18,QF-MIG,16,0.9652096342551293
Rule18,QF-MIG,17,0.9652096342551293
Rule18,QF-MIG,18,0.9652096342551293
Rule18,QF-MIG,19,0.9652096342551293
Rule18,QF-MIG,21,0.9652096342551293
Rule18,QF-MIG,20,0.9652096342551293
Rule18,QF-MIG,22,0.9652096342551293
Rule18,QF-MIG,24,0.9652096342551293
Rule18,QF-MIG,23,0.9652096342551293
Rule18,QF-MIG,25,0.9652096342551293
Rule18,QF-MIG,26,0.9652096342551293
Rule18,QF-MIG,27,0.9652096342551293
Rule18,QF-MIG,28,0.9652096342551293
Rule18,QF-MIG,29,0.9652096342551293
Rule18,QF-MIG,0,0.9652096342551293
Rule18,QF-MIG,1,0.9652096342551293
Rule18,QF-MIG,2,0.9652096342551293
Rule18,QF-MIG,3,0.9652096342551293
Rule18,QF-MIG,4,0.9652096342551293
Rule18,QF-MIG,5,0.9652096342551293
Rule18,QF-MIG,6,0.9652096342551293
Rule18,QF-MIG,7,0.9652096342551293
Rule18,QF-MIG,8,0.9652096342551293
Rule18,QF-MIG,9,0.9652096342551293
Rule18,QF-MIG,10,0.9652096342551293
Rule18,QF-MIG,11,0.9652096342551293
Rule18,QF-MIG,12,0.9652096342551293
Rule18,QF-MIG,13,0.9652096342551293
Rule18,QF-MIG,14,0.9652096342551293
Rule18,QF-MIG,15,0.9652096342551293
Rule18,QF-MIG,16,0.9652096342551293
Rule18,QF-MIG,17,0.9652096342551293
Rule18,QF-MIG,18,0.9652096342551293
Rule18,QF-MIG,19,0.9652096342551293
Rule18,QF-MIG,20,0.9652096342551293
Rule18,QF-MIG,21,0.9652096342551293
Rule18,QF-MIG,22,0.9652096342551293
Rule18,QF-MIG,23,0.9652096342551293
Rule18,QF-MIG,24,0.9652096342551293
Rule18,QF-MIG,25,0.9652096342551293
Rule18,QF-MIG,26,0.9652096342551293
Rule18,QF-MIG,27,0.9652096342551293
Rule18,QF-MIG,28,0.9652096342551293
Rule18,QF-MIG,29,0.9652096342551293
Rule18,QF-MIG,0,0.9652096342551293
Rule18,QF-MIG,1,0.9652096342551293
Rule18,QF-MIG,2,0.9652096342551293
Rule18,QF-MIG,3,0.9652096342551293
Rule18,QF-MIG,4,0.9652096342551293
Rule18,QF-MIG,5,0.9652096342551293
Rule18,QF-MIG,6,0.9652096342551293
Rule18,QF-MIG,7,0.9652096342551293
Rule18,QF-MIG,8,0.9652096342551293
Rule18,QF-MIG,9,0.9652096342551293
Rule18,QF-MIG,10,0.9652096342551293
Rule18,QF-MIG,11,0.9652096342551293
Rule18,QF-MIG,12,0.9652096342551293
Rule18,QF-MIG,13,0.9652096342551293
Rule18,QF-MIG,14,0.9652096342551293
Rule18,QF-MIG,15,0.9652096342551293
Rule18,QF-MIG,16,0.9652096342551293
Rule18,QF-MIG,17,0.9652096342551293
Rule18,QF-MIG,18,0.9652096342551293
Rule18,QF-MIG,19,0.9652096342551293
Rule18,QF-MIG,20,0.9652096342551293
Rule18,QF-MIG,21,0.9652096342551293
Rule18,QF-MIG,22,0.9652096342551293
Rule18,QF-MIG,23,0.9652096342551293
Rule18,QF-MIG,24,0.9652096342551293
Rule18,QF-MIG,25,0.9652096342551293
Rule18,QF-MIG,26,0.9652096342551293
Rule18,QF-MIG,27,0.9652096342551293
Rule18,QF-MIG,28,0.9652096342551293
Rule18,QF-MIG,29,0.9652096342551293
Rule18,QF-MIG,0,0.9652096342551293
Rule18,QF-MIG,1,0.9652096342551293
Rule18,QF-MIG,2,0.9652096342551293
Rule18,QF-MIG,3,0.9652096342551293
Rule18,QF-MIG,4,0.9652096342551293
Rule18,QF-MIG,5,0.9652096342551293
Rule18,QF-MIG,6,0.9652096342551293
Rule18,QF-MIG,7,0.9652096342551293
Rule18,QF-MIG,8,0.9652096342551293
Rule18,QF-MIG,10,0.9652096342551293
Rule18,QF-MIG,9,0.9652096342551293
Rule18,QF-MIG,11,0.9652096342551293
Rule18,QF-MIG,12,0.9652096342551293
Rule18,QF-MIG,13,0.9652096342551293
Rule18,QF-MIG,14,0.9652096342551293
Rule18,QF-MIG,15,0.9652096342551293
Rule18,QF-MIG,16,0.9652096342551293
Rule18,QF-MIG,17,0.9652096342551293
Rule18,QF-MIG,18,0.9652096342551293
Rule18,QF-MIG,19,0.9652096342551293
Rule18,QF-MIG,20,0.9652096342551293
Rule18,QF-MIG,21,0.9652096342551293
Rule18,QF-MIG,22,0.9652096342551293
Rule18,QF-MIG,23,0.9652096342551293
Rule18,QF-MIG,24,0.9652096342551293
Rule18,QF-MIG,25,0.9652096342551293
Rule18,QF-MIG,26,0.9652096342551293
Rule18,QF-MIG,28,0.9652096342551293
Rule18,QF-MIG,27,0.9652096342551293
Rule18,QF-MIG,29,0.9652096342551293
Rule18,QF-MIG,0,0.9652096342551293
Rule18,QF-MIG,1,0.9652096342551293
Rule18,QF-MIG,2,0.9652096342551293
Rule18,QF-MIG,3,0.9652096342551293
Rule18,QF-MIG,4,0.9652096342551293
Rule18,QF-MIG,5,0.9652096342551293
Rule18,QF-MIG,6,0.9652096342551293
Rule18,QF-MIG,7,0.9652096342551293
Rule18,QF-MIG,8,0.9652096342551293
Rule18,QF-MIG,9,0.9652096342551293
Rule18,QF-MIG,10,0.9652096342551293
Rule18,QF-MIG,11,0.9652096342551293
Rule18,QF-MIG,12,0.9652096342551293
Rule18,QF-MIG,13,0.9652096342551293
Rule18,QF-MIG,14,0.9652096342551293
Rule18,QF-MIG,16,0.9652096342551293
Rule18,QF-MIG,15,0.9652096342551293
Rule18,QF-MIG,17,0.9652096342551293
Rule18,QF-MIG,18,0.9652096342551293
Rule18,QF-MIG,19,0.9652096342551293
Rule18,QF-MIG,20,0.9652096342551293
Rule18,QF-MIG,21,0.9652096342551293
Rule18,QF-MIG,23,0.9652096342551293
Rule18,QF-MIG,22,0.9652096342551293
Rule18,QF-MIG,24,0.9652096342551293
Rule18,QF-MIG,26,0.9652096342551293
Rule18,QF-MIG,25,0.9652096342551293
Rule18,QF-MIG,27,0.9652096342551293
Rule18,QF-MIG,29,0.9652096342551293
Rule18,QF-MIG,28,0.9652096342551293
Rule18,QF-MIG,0,0.9652096342551293
Rule18,QF-MIG,1,0.9652096342551293
Rule18,QF-MIG,2,0.9652096342551293
Rule18,QF-MIG,3,0.9652096342551293
Rule18,QF-MIG,4,0.9652096342551293
Rule18,QF-MIG,5,0.9652096342551293
Rule18,QF-MIG,6,0.9652096342551293
Rule18,QF-MIG,7,0.9652096342551293
Rule18,QF-MIG,8,0.9652096342551293
Rule18,QF-MIG,9,0.9652096342551293
Rule18,QF-MIG,10,0.9652096342551293
Rule18,QF-MIG,11,0.9652096342551293
Rule18,QF-MIG,13,0.9652096342551293
Rule18,QF-MIG,12,0.9652096342551293
Rule18,QF-MIG,14,0.9652096342551293
Rule18,QF-MIG,15,0.9652096342551293
Rule18,QF-MIG,16,0.9652096342551293
Rule18,QF-MIG,17,0.9652096342551293
Rule18,QF-MIG,18,0.9652096342551293
Rule18,QF-MIG,19,0.9652096342551293
Rule18,QF-MIG,20,0.9652096342551293
Rule18,QF-MIG,21,0.9652096342551293
Rule18,QF-MIG,22,0.9652096342551293
Rule18,QF-MIG,23,0.9652096342551293
Rule18,QF-MIG,24,0.9652096342551293
Rule18,QF-MIG,25,0.9652096342551293
Rule18,QF-MIG,26,0.9652096342551293
Rule18,QF-MIG,27,0.9652096342551293
Rule18,QF-MIG,28,0.9652096342551293
Rule18,QF-MIG,29,0.9652096342551293
Rule18,QF-MIG,0,0.9652096342551293
Rule18,QF-MIG,1,0.9652096342551293
Rule18,QF-MIG,3,0.9652096342551293
Rule18,QF-MIG,2,0.9652096342551293
Rule18,QF-MIG,4,0.9652096342551293
Rule18,QF-MIG,5,0.9652096342551293
Rule18,QF-MIG,6,0.9652096342551293
