Rule,Instance,Algorithm,Run,Type,Group,Param_Value,Precision,Recall,F1,ED,HV,Time
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_12,Q_GUIDED,12,SENS,LEARNING_RATE,0.4,0.998,0.7676923076923077,0.8331172875100912,0.23231630141969256,0.7661569230769231,77.34318518638611
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_12,Q_GUIDED,12,SENS,HYBRID_RATIO,0.5,0.9979919678714859,0.7646153846153846,0.8310749774164408,0.23539318034470003,0.7630800123571208,79.34734225273132
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_12,Q_GUIDED,12,SENS,POP_SIZE,250,0.9940711462450593,0.7738461538461539,0.8348537275872916,0.22623154827968842,0.7692581331711766,87.13521766662598
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_13,Q_GUIDED,13,SENS,POP_SIZE,100,0.9901380670611439,0.7723076923076924,0.8314710874613407,0.2279057803205943,0.7646912456379912,54.62049841880798
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_12,Q_GUIDED,12,SENS,GREEDY_RATIO,0.2,0.9980276134122288,0.7784615384615384,0.8402830567444077,0.2215472415754257,0.7769261113639812,73.4056715965271
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_11,Q_GUIDED,11,SENS,HYBRID_RATIO,0.99,0.9979296066252588,0.7415384615384616,0.8158213161801995,0.25846983072039853,0.7400031852205765,114.41670179367065
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_12,Q_GUIDED,12,SENS,GREEDY_RATIO,0.1,0.9979959919839679,0.7661538461538462,0.8320958622239898,0.23385474063351241,0.76461846770464,75.86676907539368
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_12,Q_GUIDED,12,SENS,HYBRID_RATIO,0.7,0.9959595959595959,0.7584615384615384,0.8258246025855671,0.24157225268473323,0.7553970473970473,86.60219812393188
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_12,Q_GUIDED,12,SENS,GREEDY_RATIO,0.4,0.9980657640232108,0.7938461538461539,0.8505718660727677,0.20616291992702657,0.7923106680553489,76.38090419769287
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_12,Q_GUIDED,12,SENS,POP_SIZE,300,1.0,0.7630769230769231,0.8312266596674449,0.2369230769230769,0.7630769230769231,95.74784970283508
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_12,Q_GUIDED,12,SENS,GREEDY_RATIO,0.5,0.9960079840319361,0.7676923076923077,0.8319424301058147,0.23234198952581672,0.7646276677414402,78.05438613891602
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_13,Q_GUIDED,13,SENS,POP_SIZE,150,0.9980657640232108,0.7938461538461539,0.8505718660727677,0.20616291992702657,0.7923106680553489,61.59555792808533
migrationRule1,migrationRule1/num_iter_100pop_size_100/input/input_CO/run_13,Q_GUIDED,13,SENS,LEARNING_RATE,0.15,0.998046875,0.7861538461538462,0.8454194135030688,0.21385507291635264,0.7846183894230769,70.72585797309875
